"caseId","activity","timestamp"
"42","retirement from group posted","63589155907988"
"43","retirement from group posted","63589155907988"
"42","helper transition 7[{retirement from group posted}->{XOR}]","63589159507988"
"43","helper transition 7[{retirement from group posted}->{XOR}]","63589159507988"
"43","END FUNCTION","63589163107988"
"42","END FUNCTION","63589163107988"
"42","END EVENT","63589166707988"
"43","END EVENT","63589166707988"
"44","START EVENT","63589310707988"
"45","START EVENT","63589310707988"
"45","START FUNCTION","63589314307988"
"44","START FUNCTION","63589314307988"
"44","helper transition 2[{XOR}->{fixed asset was given}]","63589317907988"
"45","helper transition 2[{XOR}->{fixed asset was given}]","63589317907988"
"44","fixed asset was given","63589321507988"
"45","fixed asset was given","63589321507988"
"44","helper transition 0[{fixed asset was given}->{XOR}]","63589325107988"
"45","helper transition 0[{fixed asset was given}->{XOR}]","63589325107988"
"44","creation of master record for tangible assets","63589328707988"
"45","creation of master record for tangible assets","63589328707988"
"44","helper transition 17[{XOR}->{asset transfer within a client exists}]","63589332307988"
"45","helper transition 17[{XOR}->{asset transfer within a client exists}]","63589332307988"
"44","asset transfer within a client exists","63589335907988"
"45","asset transfer within a client exists","63589335907988"
"44","transfer within a client","63589339507988"
"45","transfer within a client","63589339507988"
"44","10 transition","63589343107988"
"45","10 transition","63589343107988"
"45","retirement is posted in source company code","63589346707988"
"44","retirement is posted in source company code","63589346707988"
"44","acquisition is posted in target company code","63589350307988"
"45","acquisition is posted in target company code","63589350307988"
"45","start 4 transition","63589353907988"
"44","start 4 transition","63589353907988"
"45","END FUNCTION","63589357507988"
"44","END FUNCTION","63589357507988"
"44","END EVENT","63589361107988"
"45","END EVENT","63589361107988"
"46","START EVENT","63589472707988"
"47","START EVENT","63589472707988"
"47","START FUNCTION","63589476307988"
"46","START FUNCTION","63589476307988"
"47","helper transition 2[{XOR}->{fixed asset was given}]","63589479907988"
"46","helper transition 2[{XOR}->{fixed asset was given}]","63589479907988"
"47","fixed asset was given","63589483507988"
"46","fixed asset was given","63589483507988"
"47","helper transition 0[{fixed asset was given}->{XOR}]","63589487107988"
"46","helper transition 0[{fixed asset was given}->{XOR}]","63589487107988"
"46","creation of master record for tangible assets","63589490707988"
"47","creation of master record for tangible assets","63589490707988"
"47","helper transition 17[{XOR}->{asset transfer within a client exists}]","63589494307988"
"46","helper transition 17[{XOR}->{asset transfer within a client exists}]","63589494307988"
"47","asset transfer within a client exists","63589497907988"
"46","asset transfer within a client exists","63589497907988"
"46","transfer within a client","63589501507988"
"47","transfer within a client","63589501507988"
"46","10 transition","63589505107988"
"47","10 transition","63589505107988"
"46","acquisition is posted in target company code","63589508707988"
"47","acquisition is posted in target company code","63589508707988"
"46","retirement is posted in source company code","63589512307988"
"47","retirement is posted in source company code","63589512307988"
"47","start 4 transition","63589515907988"
"46","start 4 transition","63589515907988"
"46","END FUNCTION","63589519507988"
"47","END FUNCTION","63589519507988"
"46","END EVENT","63589523107988"
"47","END EVENT","63589523107988"
"48","START EVENT","63589688707988"
"49","START EVENT","63589688707988"
"48","START FUNCTION","63589692307988"
"49","START FUNCTION","63589692307988"
"48","helper transition 20[{XOR}->{new master record is necessary}]","63589695907988"
"49","helper transition 20[{XOR}->{new master record is necessary}]","63589695907988"
"48","new master record is necessary","63589699507988"
"49","new master record is necessary","63589699507988"
"49","helper transition 18[{new master record is necessary}->{XOR}]","63589703107988"
"48","helper transition 18[{new master record is necessary}->{XOR}]","63589703107988"
"49","creation of master record for tangible assets","63589706707988"
"48","creation of master record for tangible assets","63589706707988"
"49","helper transition 19[{XOR}->{acquisition within group to be posted}]","63589710307988"
"48","helper transition 19[{XOR}->{acquisition within group to be posted}]","63589710307988"
"49","acquisition within group to be posted","63589713907988"
"48","acquisition within group to be posted","63589713907988"
"48","processing of asset acquisition","63589717507988"
"49","processing of asset acquisition","63589717507988"
"48","acquisition within group posted","63589721107988"
"49","acquisition within group posted","63589721107988"
"48","helper transition 15[{acquisition within group posted}->{XOR}]","63589724707988"
"49","helper transition 15[{acquisition within group posted}->{XOR}]","63589724707988"
"48","END FUNCTION","63589728307988"
"49","END FUNCTION","63589728307988"
"49","END EVENT","63589731907988"
"48","END EVENT","63589731907988"
"50","START EVENT","63589922707988"
"51","START EVENT","63589922707988"
"51","START FUNCTION","63589926307988"
"50","START FUNCTION","63589926307988"
"50","helper transition 20[{XOR}->{new master record is necessary}]","63589929907988"
"51","helper transition 20[{XOR}->{new master record is necessary}]","63589929907988"
"51","new master record is necessary","63589933507988"
"50","new master record is necessary","63589933507988"
"51","helper transition 18[{new master record is necessary}->{XOR}]","63589937107988"
"50","helper transition 18[{new master record is necessary}->{XOR}]","63589937107988"
"50","creation of master record for tangible assets","63589940707988"
"51","creation of master record for tangible assets","63589940707988"
"51","helper transition 4[{XOR}->{retirement within group to be posted}]","63589944307988"
"50","helper transition 4[{XOR}->{retirement within group to be posted}]","63589944307988"
"50","retirement within group to be posted","63589947907988"
"51","retirement within group to be posted","63589947907988"
"50","retirement","63589951507988"
"51","retirement","63589951507988"
"50","retirement from group posted","63589955107988"
"51","retirement from group posted","63589955107988"
"51","helper transition 7[{retirement from group posted}->{XOR}]","63589958707988"
"50","helper transition 7[{retirement from group posted}->{XOR}]","63589958707988"
"50","END FUNCTION","63589962307988"
"51","END FUNCTION","63589962307988"
"51","END EVENT","63589965907988"
"50","END EVENT","63589965907988"
"52","START EVENT","63590063107988"
"53","START EVENT","63590063107988"
"53","START FUNCTION","63590066707988"
"52","START FUNCTION","63590066707988"
"53","helper transition 20[{XOR}->{new master record is necessary}]","63590070307988"
"52","helper transition 20[{XOR}->{new master record is necessary}]","63590070307988"
"53","new master record is necessary","63590073907988"
"52","new master record is necessary","63590073907988"
"53","helper transition 18[{new master record is necessary}->{XOR}]","63590077507988"
"52","helper transition 18[{new master record is necessary}->{XOR}]","63590077507988"
"53","creation of master record for tangible assets","63590081107988"
"52","creation of master record for tangible assets","63590081107988"
"53","helper transition 17[{XOR}->{asset transfer within a client exists}]","63590084707988"
"52","helper transition 17[{XOR}->{asset transfer within a client exists}]","63590084707988"
"53","asset transfer within a client exists","63590088307988"
"52","asset transfer within a client exists","63590088307988"
"53","transfer within a client","63590091907988"
"52","transfer within a client","63590091907988"
"53","10 transition","63590095507988"
"52","10 transition","63590095507988"
"53","retirement is posted in source company code","63590099107988"
"52","retirement is posted in source company code","63590099107988"
"52","acquisition is posted in target company code","63590102707988"
"53","acquisition is posted in target company code","63590102707988"
"53","start 4 transition","63590106307988"
"52","start 4 transition","63590106307988"
"53","END FUNCTION","63590109907988"
"52","END FUNCTION","63590109907988"
"52","END EVENT","63590113507988"
"53","END EVENT","63590113507988"
"54","START EVENT","63590225107988"
"55","START EVENT","63590225107988"
"55","START FUNCTION","63590228707988"
"54","START FUNCTION","63590228707988"
"54","helper transition 20[{XOR}->{new master record is necessary}]","63590232307988"
"55","helper transition 20[{XOR}->{new master record is necessary}]","63590232307988"
"55","new master record is necessary","63590235907988"
"54","new master record is necessary","63590235907988"
"55","helper transition 18[{new master record is necessary}->{XOR}]","63590239507988"
"54","helper transition 18[{new master record is necessary}->{XOR}]","63590239507988"
"54","creation of master record for tangible assets","63590243107988"
"55","creation of master record for tangible assets","63590243107988"
"55","helper transition 17[{XOR}->{asset transfer within a client exists}]","63590246707988"
"54","helper transition 17[{XOR}->{asset transfer within a client exists}]","63590246707988"
"54","asset transfer within a client exists","63590250307988"
"55","asset transfer within a client exists","63590250307988"
"54","transfer within a client","63590253907988"
"55","transfer within a client","63590253907988"
"54","10 transition","63590257507988"
"55","10 transition","63590257507988"
"54","acquisition is posted in target company code","63590261107988"
"55","acquisition is posted in target company code","63590261107988"
"55","retirement is posted in source company code","63590264707988"
"54","retirement is posted in source company code","63590264707988"
"54","start 4 transition","63590268307988"
"55","start 4 transition","63590268307988"
"54","END FUNCTION","63590271907988"
"55","END FUNCTION","63590271907988"
"54","END EVENT","63590275507988"
"55","END EVENT","63590275507988"
"56","START EVENT","63590441107988"
"57","START EVENT","63590441107988"
"57","START FUNCTION","63590444707988"
"56","START FUNCTION","63590444707988"
"57","helper transition 21[{XOR}->{valuation leased asset is determined}]","63590448307988"
"56","helper transition 21[{XOR}->{valuation leased asset is determined}]","63590448307988"
"56","valuation leased asset is determined","63590451907988"
"57","valuation leased asset is determined","63590451907988"
"57","helper transition 1[{valuation leased asset is determined}->{XOR}]","63590455507988"
"56","helper transition 1[{valuation leased asset is determined}->{XOR}]","63590455507988"
"57","creation of master record for tangible assets","63590459107988"
"56","creation of master record for tangible assets","63590459107988"
"57","helper transition 19[{XOR}->{acquisition within group to be posted}]","63590462707988"
"56","helper transition 19[{XOR}->{acquisition within group to be posted}]","63590462707988"
"56","acquisition within group to be posted","63590466307988"
"57","acquisition within group to be posted","63590466307988"
"57","processing of asset acquisition","63590469907988"
"56","processing of asset acquisition","63590469907988"
"57","acquisition within group posted","63590473507988"
"56","acquisition within group posted","63590473507988"
"57","helper transition 15[{acquisition within group posted}->{XOR}]","63590477107988"
"56","helper transition 15[{acquisition within group posted}->{XOR}]","63590477107988"
"57","END FUNCTION","63590480707988"
"56","END FUNCTION","63590480707988"
"56","END EVENT","63590484307988"
"57","END EVENT","63590484307988"
"58","START EVENT","63590581507988"
"59","START EVENT","63590581507988"
"58","START FUNCTION","63590585107988"
"59","START FUNCTION","63590585107988"
"58","helper transition 21[{XOR}->{valuation leased asset is determined}]","63590588707988"
"59","helper transition 21[{XOR}->{valuation leased asset is determined}]","63590588707988"
"59","valuation leased asset is determined","63590592307988"
"58","valuation leased asset is determined","63590592307988"
"58","helper transition 1[{valuation leased asset is determined}->{XOR}]","63590595907988"
"59","helper transition 1[{valuation leased asset is determined}->{XOR}]","63590595907988"
"58","creation of master record for tangible assets","63590599507988"
"59","creation of master record for tangible assets","63590599507988"
"58","helper transition 4[{XOR}->{retirement within group to be posted}]","63590603107988"
"59","helper transition 4[{XOR}->{retirement within group to be posted}]","63590603107988"
"58","retirement within group to be posted","63590606707988"
"59","retirement within group to be posted","63590606707988"
"59","retirement","63590610307988"
"58","retirement","63590610307988"
"58","retirement from group posted","63590613907988"
"59","retirement from group posted","63590613907988"
"58","helper transition 7[{retirement from group posted}->{XOR}]","63590617507988"
"59","helper transition 7[{retirement from group posted}->{XOR}]","63590617507988"
"59","END FUNCTION","63590621107988"
"58","END FUNCTION","63590621107988"
"59","END EVENT","63590624707988"
"58","END EVENT","63590624707988"
"60","START EVENT","63590768707988"
"61","START EVENT","63590768707988"
"60","START FUNCTION","63590772307988"
"61","START FUNCTION","63590772307988"
"61","helper transition 21[{XOR}->{valuation leased asset is determined}]","63590775907988"
"60","helper transition 21[{XOR}->{valuation leased asset is determined}]","63590775907988"
"61","valuation leased asset is determined","63590779507988"
"60","valuation leased asset is determined","63590779507988"
"61","helper transition 1[{valuation leased asset is determined}->{XOR}]","63590783107988"
"60","helper transition 1[{valuation leased asset is determined}->{XOR}]","63590783107988"
"60","creation of master record for tangible assets","63590786707988"
"61","creation of master record for tangible assets","63590786707988"
"61","helper transition 17[{XOR}->{asset transfer within a client exists}]","63590790307988"
"60","helper transition 17[{XOR}->{asset transfer within a client exists}]","63590790307988"
"61","asset transfer within a client exists","63590793907988"
"60","asset transfer within a client exists","63590793907988"
"60","transfer within a client","63590797507988"
"61","transfer within a client","63590797507988"
"60","10 transition","63590801107988"
"61","10 transition","63590801107988"
"61","retirement is posted in source company code","63590804707988"
"60","retirement is posted in source company code","63590804707988"
"61","acquisition is posted in target company code","63590808307988"
"60","acquisition is posted in target company code","63590808307988"
"60","start 4 transition","63590811907988"
"61","start 4 transition","63590811907988"
"60","END FUNCTION","63590815507988"
"61","END FUNCTION","63590815507988"
"61","END EVENT","63590819107988"
"60","END EVENT","63590819107988"
"62","START EVENT","63590930707988"
"63","START EVENT","63590930707988"
"63","START FUNCTION","63590934307988"
"62","START FUNCTION","63590934307988"
"62","helper transition 21[{XOR}->{valuation leased asset is determined}]","63590937907988"
"63","helper transition 21[{XOR}->{valuation leased asset is determined}]","63590937907988"
"63","valuation leased asset is determined","63590941507988"
"62","valuation leased asset is determined","63590941507988"
"62","helper transition 1[{valuation leased asset is determined}->{XOR}]","63590945107988"
"63","helper transition 1[{valuation leased asset is determined}->{XOR}]","63590945107988"
"62","creation of master record for tangible assets","63590948707988"
"63","creation of master record for tangible assets","63590948707988"
"62","helper transition 17[{XOR}->{asset transfer within a client exists}]","63590952307988"
"63","helper transition 17[{XOR}->{asset transfer within a client exists}]","63590952307988"
"62","asset transfer within a client exists","63590955907988"
"63","asset transfer within a client exists","63590955907988"
"63","transfer within a client","63590959507988"
"62","transfer within a client","63590959507988"
"62","10 transition","63590963107988"
"63","10 transition","63590963107988"
"63","acquisition is posted in target company code","63590966707988"
"62","acquisition is posted in target company code","63590966707988"
"62","retirement is posted in source company code","63590970307988"
"63","retirement is posted in source company code","63590970307988"
"62","start 4 transition","63590973907988"
"63","start 4 transition","63590973907988"
"62","END FUNCTION","63590977507988"
"63","END FUNCTION","63590977507988"
"63","END EVENT","63590981107988"
"62","END EVENT","63590981107988"
